Nazwisko aktualne,Liczba
KIELAR,2922
JARECKI,2911
CZAPLICKI,2909
FABISIAK,2908
SYNOWIEC,2903
PLUCIŃSKI,2900
RAKOCZY,2900
KULIGOWSKI,2899
JAKUBCZAK,2896
MATYJA,2894
BADURA,2892
GAJOS,2889
NIEDŹWIEDŹ,2889
ZAŁĘSKI,2889
OGRODNIK,2887
KOSIOREK,2886
WIATR,2886
TROJAN,2884
SZAFRANIEC,2874
BOGACKI,2871
KRAWCZYŃSKI,2869
KUSZ,2868
MIKOŁAJEWSKI,2868
PRZYGODA,2867
POPEK,2866
GRZEGORZEWSKI,2863
KARASIŃSKI,2863
WIDERA,2858
CHRUŚCIEL,2857
SAGAN,2856
CHOWANIEC,2854
SZMIDT,2852
PACIOREK,2851
WOJNOWSKI,2848
MIROWSKI,2845
SZLACHTA,2844
KONDRACKI,2843
MROZIŃSKI,2840
ĆWIEK,2837
SEMENIUK,2837
STRZELEC,2837
KUNICKI,2834
KUPCZYK,2834
BORECKI,2828
KUDŁA,2828
BLOCH,2827
WOJTKOWSKI,2825
TRAWIŃSKI,2824
KARBOWSKI,2823
MIELNIK,2823
NOWOSIELSKI,2822
SĘKOWSKI,2821
KOSIOR,2818
NOCOŃ,2813
STARZYŃSKI,2812
JÓZEFOWICZ,2810
BORUCKI,2808
MAJER,2808
SARNA,2806
BOROWIECKI,2805
BOGDANOWICZ,2804
GANCARZ,2801
SIUDA,2798
KĘPIŃSKI,2795
MĄKA,2792
ROZMUS,2790
KOTARSKI,2789
KUNA,2788
MYSZKA,2788
DZIĘCIOŁ,2786
PYKA,2786
BARCZYK,2784
PŁACZEK,2784
SUCHODOLSKI,2784
DEPTUŁA,2783
KURKOWSKI,2783
KARWACKI,2782
KLEIN,2782
WOJDYŁA,2782
GROMEK,2781
WĄSOWICZ,2781
MADEJSKI,2779
KWAŚNIAK,2778
JELONEK,2770
BOROWICZ,2764
RUSINEK,2763
BĘBEN,2761
BIEGAŃSKI,2761
OLESIŃSKI,2760
BARTOSIAK,2759
ŻELAZNY,2754
OLEKSIAK,2751
ŁUKOMSKI,2749
ŁYSIAK,2747
JEŻEWSKI,2744
RATAJ,2743
CYWIŃSKI,2742
BOCHEŃSKI,2740
CAŁKA,2736
ZDANOWICZ,2734
KUŁAKOWSKI,2733
MATEJA,2731
WLAZŁO,2731
STACH,2730
KUTA,2729
LACHOWSKI,2727
HAŁAS,2726
OGONOWSKI,2724
PUZIO,2724
WOLAŃSKI,2719
SAJDAK,2717
KLIŚ,2715
WĄS,2715
MISIEWICZ,2713
NGUYEN,2710
POZNAŃSKI,2709
PODOLSKI,2702
SZNAJDER,2702
HOFMAN,2700
TWOREK,2699
WOJNAROWSKI,2698
PIENIĄŻEK,2697
DAWIDOWICZ,2696
GUZEK,2696
RUSZKOWSKI,2696
BAŁDYGA,2694
DZIK,2694
TOBIASZ,2690
JANIEC,2688
SROCZYŃSKI,2688
KUŹMIŃSKI,2686
WIERZBOWSKI,2685
BOCIAN,2682
GLINKA,2682
OLESZCZUK,2679
PIRÓG,2678
SZUMSKI,2674
KUBALA,2672
ZDROJEWSKI,2672
SOBKOWIAK,2671
MARCZYK,2670
KOCUR,2669
DRZAZGA,2667
KOSSAKOWSKI,2667
SIWAK,2667
ZAJKOWSKI,2665
GÓRZYŃSKI,2663
KAWCZYŃSKI,2661
PANKOWSKI,2660
POKORSKI,2660
BOGUSZEWSKI,2659
BAŃKOWSKI,2658
JAROCKI,2658
ADAMCZUK,2655
JANKIEWICZ,2655
BAJOR,2654
GŁOWACZ,2652
ŁĄCKI,2652
MROZIK,2651
MYSZKOWSKI,2649
KORCZYŃSKI,2646
NOSEK,2644
JACH,2643
ADAMKIEWICZ,2642
NYKIEL,2640
WALKIEWICZ,2640
ANIOŁ,2639
FLORCZYK,2638
ŁATA,2638
FORMELA,2634
KISIELEWSKI,2629
JANIKOWSKI,2628
CISZEK,2626
JASKUŁA,2626
KRASOŃ,2625
ZADROŻNY,2625
RYBCZYŃSKI,2624
TARKOWSKI,2622
FILIPOWSKI,2619
POŚPIECH,2619
KOTOWICZ,2618
ABRAMOWICZ,2616
DZIĘGIELEWSKI,2616
STAWSKI,2614
KARPOWICZ,2613
PTASZYŃSKI,2613
KRASIŃSKI,2612
SKRZYPIEC,2611
MARCZUK,2608
SKRZYŃSKI,2608
PACEK,2602
ROLA,2602
RZEŹNIK,2601
ZWIERZCHOWSKI,2601
WOŹNICKI,2600
ŻMIJEWSKI,2598
GUZOWSKI,2596
KUPIS,2596
SAWCZUK,2593
BRYK,2592
KICIŃSKI,2592
PISKORSKI,2591
DOMINIK,2590
PRZYBYŁEK,2588
STADNIK,2587
BOGUSŁAWSKI,2586
ABRAMCZYK,2583
SKUPIEŃ,2583
FORNAL,2582
KOŁEK,2582
BIELICKI,2580
RACHWAŁ,2580
WIKTOR,2579
PIECHOWIAK,2578
KASPROWICZ,2577
KROK,2577
DURAJ,2573
ZIAJA,2573
KOC,2572
CISEK,2567
SUŁEK,2566
SAMBORSKI,2562
WOJEWODA,2562
ZAJDEL,2562
DYBOWSKI,2560
SOJA,2559
MROZOWSKI,2557
GŁUCHOWSKI,2556
FORTUNA,2555
ANDRZEJAK,2554
CHOIŃSKI,2553
WYSOKIŃSKI,2553
MAĆKOWSKI,2552
OLEK,2551
ŻOCHOWSKI,2550
MITURA,2543
DANILUK,2541
KUŹNIAR,2541
LUBIŃSKI,2538
ROGUSKI,2538
STANKOWSKI,2538
CHOLEWIŃSKI,2535
KUPCZAK,2534
LISEK,2532
TOMASZEK,2532
PIWOŃSKI,2531
KOCH,2530
MATUSZEK,2525
IGNACZAK,2523
OZIMEK,2523
PACH,2523
KOPKA,2520
KULKA,2520
SOSNA,2520
GONDEK,2519
PAWŁOWICZ,2516
DOPIERAŁA,2514
FRĄCKIEWICZ,2514
BOROWY,2513
BANASZKIEWICZ,2508
KILIAN,2506
ŁUKAWSKI,2506
GAWŁOWSKI,2505
KUBAS,2498
SIEMIŃSKI,2498
PAWLACZYK,2496
KUCZERA,2495
SŁOTA,2495
ŁUKASIAK,2493
WOJNAR,2492
DEPTA,2491
KOZUB,2491
ROZWADOWSKI,2491
ZABIELSKI,2487
POŁEĆ,2485
ĆWIKŁA,2480
JAKUBIK,2480
PŁACHTA,2479
POKORA,2477
ŻBIKOWSKI,2476
CELIŃSKI,2473
JODŁOWSKI,2473
ŁOBODA,2470
SZEWC,2470
PRZYBYLAK,2467
SOBIERAJSKI,2466
DĘBIŃSKI,2464
SŁOWIKOWSKI,2463
FORYŚ,2462
KUKLIŃSKI,2459
BUDNIK,2458
ROMAŃCZUK,2458
TARASIUK,2456
GRABIEC,2455
KNOP,2455
RYNKIEWICZ,2455
STARCZEWSKI,2455
POLOK,2450
KĘDZIA,2448
CABAJ,2447
MACIEJCZYK,2444
ROGULSKI,2444
LABUDA,2443
GAWĘDA,2442
ŁUKOWSKI,2441
SZMYT,2439
PATYK,2437
SPYCHALSKI,2436
SKUZA,2433
BRAK DANYCH,2430
ROWIŃSKI,2430
CZERNIAWSKI,2429
CZOP,2426
ZIENKIEWICZ,2426
PIASKOWSKI,2425
LASKA,2424
SOŁTYSIK,2421
WALICKI,2421
KLIMOWICZ,2420
POLKOWSKI,2418
GÓRCZYŃSKI,2417
BARCZAK,2416
WINKLER,2409
BADOWSKI,2408
HEBDA,2408
BIŃKOWSKI,2404
LISZEWSKI,2401
PŁUCIENNIK,2401
SAŁATA,2401
KUŚNIERZ,2400
BIEDRZYCKI,2399
PAWEŁEK,2399
STAWARZ,2399
KURIATA,2397
FICEK,2396
GUTKOWSKI,2395
SWOBODA,2395
WALASEK,2395
WOJTYSIAK,2395
FILA,2394
CZARNOWSKI,2393
JANECKI,2392
NIEDBAŁA,2392
IDZIKOWSKI,2389
KLESZCZ,2387
KOBIELA,2387
DEMBIŃSKI,2385
PŁÓCIENNIK,2385
KRYGIER,2384
NIZIOŁEK,2384
WIATROWSKI,2383
KULCZYCKI,2382
MIŁEK,2380
SOBALA,2380
TABAKA,2380
KLIMCZYK,2378
SZPAKOWSKI,2378
BARSZCZEWSKI,2376
POPIEL,2376
KALISZEWSKI,2374
JANUSZKIEWICZ,2370
JAROSIŃSKI,2367
MARTYNIUK,2367
BORAWSKI,2365
PAWEŁCZYK,2365
PIWKO,2364
BALIŃSKI,2359
KRZYŻANIAK,2359
BIENIAS,2357
GIBAS,2356
MIODUSZEWSKI,2356
WALASZCZYK,2356
WICHER,2356
KĘDRA,2355
WARDA,2355
GIERCZAK,2352
ŻACZEK,2351
ŁADA,2347
PIECUCH,2345
CHRZĄSZCZ,2343
GIERSZEWSKI,2343
KAZIMIERSKI,2341
STAWIARSKI,2341
URBANIK,2341
BINKOWSKI,2336
JANOWICZ,2336
MOKRZYCKI,2336
KACPERSKI,2335
JASIAK,2334
MIELEWCZYK,2334
TERLECKI,2333
POŹNIAK,2331
KRZEMIEŃ,2330
SZEWCZAK,2330
CIEŚLAR,2329
HINC,2327
PNIEWSKI,2327
ZDANOWSKI,2326
KLICH,2324
PANKIEWICZ,2322
SAS,2318
CHMIELECKI,2316
OPALIŃSKI,2315
PRZYBYŁO,2314
KUFEL,2313
BARTOSZEWICZ,2312
PIEKARCZYK,2308
JUREWICZ,2306
KWAPISZ,2306
WILKOWSKI,2306
GOŁDA,2305
KWAŚNIK,2305
KOSEK,2304
LUPA,2301
ŻABIŃSKI,2301
MIAZGA,2300
KOŚMIDER,2298
MAŁACHOWSKI,2298
KOZIKOWSKI,2297
PIKUŁA,2297
BĄCZKOWSKI,2295
CHUDZIŃSKI,2295
KLIMKIEWICZ,2294
NARLOCH,2294
MOSZCZYŃSKI,2292
PAWLUS,2291
SAŁEK,2291
SZMIT,2291
PLISZKA,2290
SASIN,2290
MOMOT,2289
SKRZYPCZYK,2289
OBARA,2288
SOBIECH,2288
KORALEWSKI,2287
KUKUŁA,2286
STEFANOWSKI,2286
BĘBENEK,2285
CHLEBOWSKI,2285
DOMARADZKI,2285
ULATOWSKI,2284
ISKRA,2282
PLATA,2282
ŚWITALSKI,2280
JASEK,2278
BONIECKI,2277
MATYSEK,2277
RUTA,2277
LENARTOWICZ,2276
PIETRUCHA,2273
KUŁAGA,2271
GAWRYŚ,2268
KOŚCIELNY,2268
DRAB,2266
SZCZĘCH,2266
GRABIŃSKI,2265
MELLER,2265
SARNECKI,2265
CICHOWSKI,2264
CICHECKI,2263
GWIZDAŁA,2263
ZAWADKA,2263
SIEŃKO,2262
KALICKI,2260
PUSTELNIK,2260
GONTARZ,2259
GŁUSZEK,2258
JASIK,2254
MARCINEK,2253
LEJA,2252
WANAT,2251
IGNASIAK,2250
KOPIEC,2250
RYSZKA,2249
SIWIŃSKI,2247
SZYDŁO,2246
SKOTNICKI,2245
ŚWIĘCICKI,2245
SAK,2244
KUR,2242
MOŚCICKI,2242
KIERZKOWSKI,2240
KOWNACKI,2240
PIECHOWSKI,2239
KASIŃSKI,2235
KRZYSZTOFIK,2234
JURGA,2233
GŁODEK,2232
MRUK,2230
NIKIEL,2230
DRAGAN,2229
KOŻUCH,2229
ANTOSIK,2228
CZARNIK,2227
ANDRUSZKIEWICZ,2226
DOMIN,2225
ORLIK,2224
CZERNIK,2222
OCHMAN,2220
BOCZEK,2217
MANIA,2217
OKOŃSKI,2217
ŚWINIARSKI,2217
BROŻYNA,2215
BOMBA,2214
BORZĘCKI,2214
JURASZEK,2213
PIELA,2213
BARTOSZ,2211
KISZKA,2210
ŻYDEK,2210
PALKA,2206
WSZOŁEK,2206
ORLIŃSKI,2205
ZIOBRO,2203
MLECZKO,2200
BAJER,2199
PASIEKA,2198
KARWAT,2196
MIERNIK,2195
POLAKOWSKI,2193
SOLARZ,2193
BAŃKA,2189
CISOWSKI,2189
MACIAK,2189
GÓRNIK,2188
PIECHA,2188
SZYMURA,2184
KOVALCHUK,2183
RZEPA,2183
KAIM,2182
ROJEWSKI,2182
BABIŃSKI,2180
JASZCZUK,2180
SZCZĘŚNIAK,2179
ZDUŃCZYK,2179
CHĘCIŃSKI,2178
JAWOROWSKI,2178
KOCOT,2177
KORYCKI,2177
CIESZYŃSKI,2176
KŁAK,2175
KOWALKOWSKI,2174
ROSTKOWSKI,2174
SADKOWSKI,2174
STEFANOWICZ,2174
WOLANIN,2174
PONIATOWSKI,2172
SYPNIEWSKI,2172
ZELEK,2171
GRUSZECKI,2169
DYRDA,2168
BIL,2166
DZIUBEK,2166
KARBOWIAK,2166
SAMSEL,2166
BASIŃSKI,2161
KACPRZYK,2161
WACHOWICZ,2161
WILCZAK,2161
KUŹNIK,2159
KOSECKI,2157
MACHAJ,2156
MICHALEC,2156
JABŁONOWSKI,2155
NĘDZA,2155
PIETRASIK,2152
PALIWODA,2151
STASIK,2151
BOCZKOWSKI,2148
LEWKOWICZ,2148
SADŁOWSKI,2147
CZERNECKI,2146
MICKIEWICZ,2146
BYKOWSKI,2145
MRÓWKA,2145
SŁABY,2145
KASPRZYCKI,2144
BĘDKOWSKI,2143
BŁASIAK,2142
KOSAKOWSKI,2142
MAJCHROWSKI,2141
PEPLIŃSKI,2140
FIRLEJ,2139
NAPORA,2139
PORADA,2138
ŁOZIŃSKI,2137
LECHOWICZ,2136
OLEJARZ,2136
SUSZEK,2136
LIGĘZA,2134
WINIARCZYK,2134
MYŚLIŃSKI,2133
ANTONIUK,2131
GRAD,2131
CIOSEK,2126
GRALAK,2125
SPYRA,2124
ZARZECKI,2124
WĄTROBA,2120
JAGŁA,2117
STEFAŃCZYK,2117
SZYMBORSKI,2117
PIETKIEWICZ,2116
POLOCZEK,2116
SKWARA,2116
DUTKA,2114
PRUSAK,2114
WAWER,2114
FEDOROWICZ,2109
FISZER,2106
KLEPACKI,2106
MATKOWSKI,2105
GŁUCH,2103
PRZYBOROWSKI,2103
JARZYNA,2102
KUSTRA,2102
BARNAŚ,2100
KĄDZIELA,2100
GAWIN,2096
OSIAK,2096
JAGIEŁA,2095
KUŚMIERCZYK,2094
CIECHANOWSKI,2093
WRONKA,2091
BRZÓSKA,2090
NOWOSAD,2090
SOBIECKI,2089
ŚWISTAK,2089
JÓZEFIAK,2085
KOTECKI,2085
MUSIELAK,2085
TARGOSZ,2085
DEJA,2084
KRYŃSKI,2083
KRZYWDA,2083
DMOCHOWSKI,2081
KLOCEK,2081
KONIK,2081
KACZMARZYK,2079
PARZYCH,2079
DEREŃ,2076
ŁUKASZCZYK,2075
PODSIADŁY,2074
TYSZKA,2072
BAŁA,2069
RODZIEWICZ,2069
SUKIENNIK,2068
SUWAŁA,2068
WASILUK,2068
SÓJKA,2067
MAKSYMIUK,2065
MOCZULSKI,2065
PIETRASZEK,2065
BIAŁOWĄS,2064
GIEMZA,2062
CZECHOWICZ,2061
KONKOL,2060
SZYSZKO,2060
BOROWIK,2058
WOJTAŚ,2058
KOPERSKI,2057
CHRZAN,2054
ZĄBEK,2054
KASZA,2052
CZEKALSKI,2050
BALCER,2048
GĘBALA,2048
GOŁDYN,2047
KRYSZTOFIAK,2047
KOCIOŁEK,2046
PAWLUK,2045
PIEKUT,2045
ŚWIDEREK,2045
BRYL,2043
GORZKOWSKI,2042
JARZĄB,2040
GALANT,2038
GRALA,2037
LIPOWSKI,2036
PIETRUSZEWSKI,2035
POGODA,2034
TOCZEK,2034
TYSZKIEWICZ,2033
WALA,2033
PRZYTUŁA,2032
KUŚMIERZ,2031
PIÓRO,2031
SABAT,2030
JOPEK,2028
LANGNER,2027
KANTOR,2026
BOLEK,2025
CHMIELOWIEC,2025
SKOCZEŃ,2025
WŁODARCZAK,2025
BRZOSTEK,2024
KĄDZIOŁKA,2024
PTASIŃSKI,2024
WIKTOROWICZ,2024
STRUZIK,2023
BUTKIEWICZ,2021
GOŹDZIK,2021
STANIK,2021
BOIKO,2020
PŁAZA,2020
SOROKA,2020
SUDER,2020
KRUPSKI,2019
MALCZYK,2018
SOBOL,2016
NOWIK,2015
KOTAS,2014
NIEWĘGŁOWSKI,2012
BARTOSZEWSKI,2011
BODNAR,2011
KRZYWICKI,2011
MĄCZYŃSKI,2011
ŁĘCKI,2010
PACHOLSKI,2010
WOJTALA,2010
DMOWSKI,2009
MNICH,2008
KUŁAK,2007
PODOLAK,2006
PUDŁO,2005
KALEMBA,2004
ŻÓŁTOWSKI,1998
IDZIAK,1997
ŻABA,1997
FIJOŁEK,1996
ŻYWICKI,1996
GRZESZCZAK,1992
KOCIK,1992
BATKO,1991
CZEKAŁA,1989
RUSIECKI,1989
CZOPEK,1988
PYTLIK,1988
TAŃSKI,1986
CYBULA,1985
WASIK,1985
KOTWICA,1982
SKOCZEK,1981
FRYC,1980
MACHURA,1980
DRĄŻEK,1979
GŁÓD,1979
JANCZEWSKI,1979
MICHNA,1979
MISZCZUK,1979
ZAWIERUCHA,1978
DUDKA,1977
ORLIKOWSKI,1977
KRYNICKI,1976
STAŚKIEWICZ,1976
KOSICKI,1975
SŁOMSKI,1975
CHYŁA,1974
BARYŁA,1972
JEDLIŃSKI,1972
WASZCZUK,1972
CIEPLIŃSKI,1970
AUGUSTYNOWICZ,1969
STARZYK,1969
TYCZYŃSKI,1969
SZMIGIEL,1968
JAŃCZAK,1965
JAREK,1964
DZIUBIŃSKI,1963
ŁASKI,1962
PŁOTKA,1962
STAROSTA,1961
KARBOWNIK,1960
ZWIERZYŃSKI,1959
TĘCZA,1957
MIŁKOWSKI,1955
PAWELCZYK,1954
BARTKIEWICZ,1953
ROKOSZ,1952
CEGIELSKI,1951
PABIAN,1951
SZERSZEŃ,1951
KRET,1950
WOŁOWIEC,1949
PAKULSKI,1945
FILIPKOWSKI,1944
BAJOREK,1943
LIPA,1943
SIWIK,1942
GÓRNICKI,1940
GÓŹDŹ,1940
OBRĘBSKI,1939
FĄFARA,1938
FURMANEK,1938
LESIŃSKI,1937
SADŁO,1936
STRZYŻEWSKI,1936
GRĄDZKI,1935
MIGDAŁ,1934
ZYŚK,1932
WIERZBA,1931
BRZOZA,1930
MATUSZCZYK,1930
PTASZEK,1930
GRONOWSKI,1929
PRZYWARA,1929
CHROSTOWSKI,1927
KMITA,1926
ŁAGOWSKI,1925
MIELNICZUK,1925
GINTER,1924
KMIECIAK,1922
KUKIEŁKA,1922
WEGNER,1922
GOŁAWSKI,1920
JARZYŃSKI,1918
KORCZ,1918
PAŁASZ,1917
KRZYŻAK,1916
LISIAK,1916
REGULSKI,1916
BARTOS,1915
DOROSZ,1915
GOLIK,1915
GODEK,1914
STEFANIUK,1914
CZARKOWSKI,1913
SAKOWICZ,1912
SOBECKI,1912
BURAK,1911
KURZEJA,1910
KAPAŁA,1909
MAGDZIARZ,1909
ŻYGADŁO,1909
ŚMIETANA,1908
JURA,1907
KOŁTUN,1907
CZERSKI,1906
DZIADOSZ,1906
SZCZEPKOWSKI,1905
CHODOROWSKI,1902
PROKOPOWICZ,1902
ROMANOWICZ,1902
ŁOJEK,1901
BRZEZICKI,1900
KIJEWSKI,1900
MALIŃSKI,1898
IVANOV,1897
TALAGA,1897
KURPIEWSKI,1896
DĘBEK,1895
FRANCZYK,1895
KONIOR,1895
PASZKO,1895
SZCZECIŃSKI,1894
KUBIŃSKI,1893
RADZIK,1891
MAŁKIEWICZ,1890
SZABLEWSKI,1889
ZIÓŁEK,1889
NIEWIŃSKI,1888
PERZ,1887
WOJTAL,1886
ARCISZEWSKI,1885
GRUBA,1885
KARP,1885
CIUPA,1884
OPAŁKA,1882
SMAGA,1882
WIEWIÓRA,1882
SZAŁKOWSKI,1881
OLKOWSKI,1880
KACZKOWSKI,1878
TARNAWSKI,1878
STOLAREK,1877
WALCZUK,1877
DANIELEWICZ,1876
KUCZKOWSKI,1875
MŁYŃSKI,1875
GNIADEK,1870
GĘBSKI,1869
PAŁYS,1869
KOBIAŁKA,1868
WALKOWSKI,1868
RAWSKI,1865
MARSZAŁ,1864
KRAWCZAK,1863
RAPACZ,1862
LUBAŃSKI,1859
MAKOWIECKI,1859
SIEKIERSKI,1858
STYŚ,1858
BLICHARZ,1857
RYDZ,1857
ADAMOWSKI,1856
ŁUKASZUK,1856
SULIMA,1856
WOŁEK,1856
DOBEK,1855
JĘDRZEJAK,1854
KOCOŃ,1854
CIURA,1852
WIĘCŁAW,1852
KWIDZIŃSKI,1851
LIBERA,1851
PALACZ,1851
MUZYKA,1850
NOGAJ,1850
CHMIELOWSKI,1848
FIEDOROWICZ,1848
RADZIEJEWSKI,1848
MIŁOSZ,1847
FIC,1846
GRZEGOREK,1846
STROJNY,1845
RAFALSKI,1844
BIGOS,1842
MIOTK,1842
DZWONKOWSKI,1841
MRÓWCZYŃSKI,1841
DURKA,1840
JAŻDŻEWSKI,1840
MARCZYŃSKI,1839
STACHYRA,1837
JUSZKIEWICZ,1835
KOLIŃSKI,1835
JAMROZIK,1834
SAWA,1834
KURDZIEL,1833
KONIECZKA,1832
ROGACKI,1832
GĘBKA,1831
SKARŻYŃSKI,1831
BRZÓZKA,1830
WOJTKIEWICZ,1829
BŁOCH,1828
JAKUBEK,1828
SŁOMA,1828
CIECIERSKI,1827
ROSÓŁ,1827
SARZYŃSKI,1826
NAKONIECZNY,1825
JAWOREK,1824
STRÓŻYK,1824
KROPIDŁOWSKI,1823
WOLF,1823
JELIŃSKI,1822
KOŹLIK,1822
KOCHAN,1821
MICHNIEWICZ,1821
PAŁCZYŃSKI,1821
SIECZKA,1821
WOCH,1821
DOLECKI,1820
KARASIEWICZ,1820
KRASNODĘBSKI,1820
FOJCIK,1819
KABAT,1818
ŻUROWSKI,1818
GRAJEWSKI,1817
RICHTER,1817
GAPIŃSKI,1816
BORUTA,1815
HAWRYLUK,1815
KRYSIŃSKI,1815
NIEDŹWIEDZKI,1815
MAŚLAK,1812
BUCZAK,1811
MADEJA,1810
BUJNOWSKI,1809
KULAK,1809
KŁYS,1808
SULEJ,1808
ŚWIĘTEK,1808
ZANIEWSKI,1808
PADUCH,1807
SCHULZ,1807
ŚMIAŁEK,1807
GALUS,1803
WENTA,1802
BRYŚ,1801
SHEVCHUK,1801
ŻĄDŁO,1801
RUSAK,1799
WĄDOŁOWSKI,1798
KRYCZKA,1797
STĘPIŃSKI,1797
GACA,1795
TKOCZ,1795
NIZIOŁ,1794
GROMADZKI,1792
PSZCZÓŁKOWSKI,1792
GRZĘDA,1791
LATOS,1790
RYCHTER,1790
STARZEC,1790
ZAMOJSKI,1790
BŁAŻEJCZYK,1789
JAROSZEWICZ,1789
PASTUSZAK,1788
SZYMKIEWICZ,1788
DOMBROWSKI,1786
ŁUPIŃSKI,1786
SHEVCHENKO,1786
SKÓRKA,1786
WAŻNY,1786
JANECZKO,1785
STRZAŁKA,1785
GREŃ,1783
SKRZYNIARZ,1782
FOLTYN,1781
PALUSZKIEWICZ,1781
SZREDER,1781
KLIMKOWSKI,1779
KUMOR,1779
SIELSKI,1779
PACYNA,1777
PAROL,1777
DASZKIEWICZ,1774
GUCWA,1774
OCHOCKI,1774
FRONTCZAK,1773
RĘBISZ,1773
GUZY,1772
PRUSZYŃSKI,1772
GAŁEK,1771
KARCZMARCZYK,1770
LANGER,1770
MICHTA,1767
NAWARA,1766
WOJCIESZAK,1766
BACZEWSKI,1765
JASZCZAK,1765
WĄCHAŁA,1765
IDZIK,1764
KAPŁON,1764
KUPKA,1764
DUCH,1763
GRZANKA,1763
MURZYN,1763
KASZUBOWSKI,1761
KIEDROWSKI,1761
MOŻDŻEŃ,1761
CEGLAREK,1760
BISKUPSKI,1759
POMORSKI,1759
WALASZEK,1758
KĘSKA,1757
FALKIEWICZ,1755
MUSIALIK,1755
CIBOROWSKI,1754
OCZKOWSKI,1754
REK,1754
RZESZUTEK,1754
SKÓRSKI,1754
TYBURSKI,1754
RYGIELSKI,1753
ŻYŁKA,1753
ANTONOWICZ,1752
RAJSKI,1752
MIGAS,1751
JAROSZEK,1750
PUDEŁKO,1750
BONDARENKO,1749
OLSZOWY,1749
KUBAT,1748
TARCZYŃSKI,1748
DERDA,1747
ŁOPATA,1747
SŁUPSKI,1747
SOKALSKI,1746
BUCKI,1745
FIGURSKI,1745
KULCZYŃSKI,1745
GAIK,1744
KARDAS,1744
KIJAK,1744
KUĆ,1743
WOŹNICZKA,1743
DRZYMAŁA,1741
MAZGAJ,1740
DOMŻALSKI,1739
GÓRAK,1737
KURZYŃSKI,1737
SKAWIŃSKI,1737
JANOTA,1736
SIEK,1736
KRAUS,1734
BARSKI,1733
CHABOWSKI,1733
CZARNIECKI,1731
KONARZEWSKI,1731
BIZOŃ,1729
ŁABĘDZKI,1729
SOSZYŃSKI,1728
GOŚCINIAK,1726
BABICZ,1725
SITKOWSKI,1722
SURMACZ,1722
GALA,1721
BARTYZEL,1720
MATUŁA,1720
KOTŁOWSKI,1719
BĄCZYK,1717
KASPERCZYK,1716
KOLANO,1716
KOVAL,1716
ZIEMIŃSKI,1714
ŚMIGIEL,1713
WYKA,1713
WRZESZCZ,1712
BIEGUN,1711
DOLNY,1711
GRADOWSKI,1711
KUBIŚ,1711
STASIUK,1711
KACZOREK,1710
RAJEWSKI,1710
BONK,1709
GAŁKOWSKI,1707
MATYS,1707
STANIEK,1707
WENCEL,1707
KLUCZYŃSKI,1704
PRZYBYŁOWSKI,1704
LIZAK,1702
RUTKA,1702
DĄBROWA,1701
DYL,1701
JARZĘBSKI,1701
RACZEK,1701
BAJ,1700
CZARNOCKI,1700
MIKRUT,1698
GARBOWSKI,1697
WALTER,1696
BAR,1695
SMOLAK,1695
SZARY,1695
BAKALARZ,1694
WIĘCH,1694
DĘBIEC,1693
MICHALCZUK,1693
GRZYWA,1692
KOCJAN,1692
SMOLARCZYK,1690
KOPAŃSKI,1687
BUJALSKI,1686
CURYŁO,1686
BRZYSKI,1685
PAŹDZIOR,1685
SZYMONIAK,1685
GRUCHAŁA,1683
KUBERA,1682
OKRÓJ,1682
KARDASZ,1681
KLECHA,1681
PŁOŃSKI,1681
POTRYKUS,1681
GRĘDA,1679
MARCHLEWSKI,1679
SOLIŃSKI,1679
BANASZCZYK,1675
DUDZIC,1675
STYCZEŃ,1675
DZIEKAN,1674
KONEFAŁ,1674
OLSZÓWKA,1674
BYCZKOWSKI,1673
SIDOROWICZ,1673
NEJMAN,1672
RÓŻALSKI,1672
ZACHARSKI,1672
BAZAN,1671
PALA,1671
RADOŃ,1671
GRODZICKI,1670
JAROMIN,1669
ŁUNIEWSKI,1669
WAJS,1669
KOTLIŃSKI,1668
DEMBOWSKI,1667
DZIEWULSKI,1666
GŁĘBOCKI,1666
ZAPART,1665
MALINA,1663
PELCZAR,1663
GARCZYŃSKI,1662
GRZYWNA,1662
POWROŹNIK,1661
SOBIESKI,1661
DERA,1659
KRAMARZ,1659
MROŻEK,1659
STRĄCZEK,1659
BACH,1658
JAKUBOWICZ,1658
KALATA,1658
SINGH,1658
KOTULA,1657
DANIELAK,1656
BRZOSTOWSKI,1655
KEMPIŃSKI,1654
PYTLAK,1654
DZIADEK,1653
WIERCIŃSKI,1653
KLEPACZ,1652
NICPOŃ,1652
SIERAKOWSKI,1652
MACIOŁEK,1650
POTOCZNY,1650
PROKOPIUK,1650
SZABŁOWSKI,1650
MÜLLER,1649
STAŃKO,1649
BŁASZKOWSKI,1648
JADCZAK,1647
BRODZIAK,1642
MAĆKIEWICZ,1642
PIECZONKA,1642
REKOWSKI,1642
SULIKOWSKI,1642
PRZYGODZKI,1641
TRZASKOWSKI,1641
BRODZIŃSKI,1640
DOBKOWSKI,1639
DANKOWSKI,1638
HOPPE,1638
ŁOJEWSKI,1638
KOWOL,1637
GARSTKA,1636
GOS,1635
ANDRZEJCZYK,1634
GARUS,1634
KUCIA,1634
KURAS,1630
LAZAR,1630
RADWAN,1630
RYCZEK,1630
RYNKOWSKI,1629
WEISS,1629
PILECKI,1628
WAŚKO,1628
